Time, cpi, debt, gdp, gold, labour, party, election, petrol, unemploy
1/3/2000,2.0,5628.7,10031.0,#N/A,142267,0,1,1.312,4
1/4/2000,2.0,5628.7,10031.0,282.05,142267,0,1,1.312,4
1/5/2000,2.0,5628.7,10031.0,282.1,142267,0,1,1.312,4
1/6/2000,2.0,5628.7,10031.0,280.35,142267,0,1,1.312,4
1/7/2000,2.0,5628.7,10031.0,282,142267,0,1,1.312,4
1/10/2000,2.0,5628.7,10031.0,281.7,142267,0,1,1.304,4
1/11/2000,2.0,5628.7,10031.0,281.7,142267,0,1,1.304,4
1/12/2000,2.0,5628.7,10031.0,282.25,142267,0,1,1.304,4
1/13/2000,2.0,5628.7,10031.0,282.2,142267,0,1,1.304,4
1/14/2000,2.0,5628.7,10031.0,284.15,142267,0,1,1.304,4
1/18/2000,2.0,5628.7,10031.0,286.85,142267,0,1,1.318,4
1/19/2000,2.0,5628.7,10031.0,288.75,142267,0,1,1.318,4
1/20/2000,2.0,5628.7,10031.0,288.35,142267,0,1,1.318,4
1/21/2000,2.0,5628.7,10031.0,287.7,142267,0,1,1.318,4
1/24/2000,2.0,5628.7,10031.0,287.45,142267,0,1,1.354,4
1/25/2000,2.0,5628.7,10031.0,288.7,142267,0,1,1.354,4
1/26/2000,2.0,5628.7,10031.0,284.9,142267,0,1,1.354,4
1/27/2000,2.0,5628.7,10031.0,286.5,142267,0,1,1.354,4
1/28/2000,2.0,5628.7,10031.0,286.15,142267,0,1,1.354,4
1/31/2000,2.0,5628.7,10031.0,283.05,142267,0,1,1.355,4
2/1/2000,2.2,5628.7,10031.0,283.65,142456,0,1,1.355,4.1
2/2/2000,2.2,5628.7,10031.0,283.1,142456,0,1,1.355,4.1
2/3/2000,2.2,5628.7,10031.0,285.25,142456,0,1,1.355,4.1
2/4/2000,2.2,5628.7,10031.0,287.5,142456,0,1,1.355,4.1
2/7/2000,2.2,5628.7,10031.0,316.6,142456,0,1,1.364,4.1
2/8/2000,2.2,5628.7,10031.0,303.15,142456,0,1,1.364,4.1
2/9/2000,2.2,5628.7,10031.0,306,142456,0,1,1.364,4.1
2/10/2000,2.2,5628.7,10031.0,311.25,142456,0,1,1.364,4.1
2/11/2000,2.2,5628.7,10031.0,316.5,142456,0,1,1.364,4.1
2/14/2000,2.2,5628.7,10031.0,308.75,142456,0,1,1.394,4.1
2/15/2000,2.2,5628.7,10031.0,307,142456,0,1,1.394,4.1
2/16/2000,2.2,5628.7,10031.0,300.5,142456,0,1,1.394,4.1
2/17/2000,2.2,5628.7,10031.0,306.25,142456,0,1,1.394,4.1
2/18/2000,2.2,5628.7,10031.0,302.25,142456,0,1,1.394,4.1
2/22/2000,2.2,5628.7,10031.0,305.4,142456,0,1,1.443,4.1
2/23/2000,2.2,5628.7,10031.0,305.25,142456,0,1,1.443,4.1
2/24/2000,2.2,5628.7,10031.0,299.9,142456,0,1,1.443,4.1
2/25/2000,2.2,5628.7,10031.0,297.15,142456,0,1,1.443,4.1
2/28/2000,2.2,5628.7,10031.0,292.75,142456,0,1,1.458,4.1
2/29/2000,2.2,5628.7,10031.0,294,142456,0,1,1.458,4.1
3/1/2000,2.4,5628.7,10031.0,293.75,142434,0,1,1.458,4
3/2/2000,2.4,5628.7,10031.0,289,142434,0,1,1.458,4
3/3/2000,2.4,5628.7,10031.0,289.3,142434,0,1,1.458,4
3/6/2000,2.4,5628.7,10031.0,289.25,142434,0,1,1.539,4
3/7/2000,2.4,5628.7,10031.0,288.35,142434,0,1,1.539,4
3/8/2000,2.4,5628.7,10031.0,292.75,142434,0,1,1.539,4
3/9/2000,2.4,5628.7,10031.0,289,142434,0,1,1.539,4
3/10/2000,2.4,5628.7,10031.0,292.1,142434,0,1,1.539,4
3/13/2000,2.4,5628.7,10031.0,289.65,142434,0,1,1.566,4
3/14/2000,2.4,5628.7,10031.0,290.3,142434,0,1,1.566,4
3/15/2000,2.4,5628.7,10031.0,288.7,142434,0,1,1.566,4
3/16/2000,2.4,5628.7,10031.0,288.4,142434,0,1,1.566,4
3/17/2000,2.4,5628.7,10031.0,285.5,142434,0,1,1.566,4
3/20/2000,2.4,5628.7,10031.0,284.85,142434,0,1,1.569,4
3/21/2000,2.4,5628.7,10031.0,286.15,142434,0,1,1.569,4
3/22/2000,2.4,5628.7,10031.0,289.4,142434,0,1,1.569,4
3/23/2000,2.4,5628.7,10031.0,286.5,142434,0,1,1.569,4
3/24/2000,2.4,5628.7,10031.0,284.9,142434,0,1,1.569,4
3/27/2000,2.4,5628.7,10031.0,284.35,142434,0,1,1.549,4
3/28/2000,2.4,5628.7,10031.0,280.3,142434,0,1,1.549,4
3/29/2000,2.4,5628.7,10031.0,279.1,142434,0,1,1.549,4
3/30/2000,2.4,5628.7,10031.0,276.7,142434,0,1,1.549,4
3/31/2000,2.4,5628.7,10031.0,275.9,142434,0,1,1.549,4
4/3/2000,2.3,5628.7,10278.3,278.8,142751,0,1,1.543,3.8
4/4/2000,2.3,5628.7,10278.3,276.75,142751,0,1,1.543,3.8
4/5/2000,2.3,5628.7,10278.3,283.1,142751,0,1,1.543,3.8
4/6/2000,2.3,5628.7,10278.3,278.85,142751,0,1,1.543,3.8
4/7/2000,2.3,5628.7,10278.3,279.95,142751,0,1,1.543,3.8
4/10/2000,2.3,5628.7,10278.3,281.5,142751,0,1,1.516,3.8
4/11/2000,2.3,5628.7,10278.3,281.2,142751,0,1,1.516,3.8
4/12/2000,2.3,5628.7,10278.3,280.25,142751,0,1,1.516,3.8
4/13/2000,2.3,5628.7,10278.3,281.4,142751,0,1,1.516,3.8
4/14/2000,2.3,5628.7,10278.3,280.65,142751,0,1,1.516,3.8
4/17/2000,2.3,5628.7,10278.3,283.5,142751,0,1,1.486,3.8
4/18/2000,2.3,5628.7,10278.3,281.8,142751,0,1,1.486,3.8
4/19/2000,2.3,5628.7,10278.3,281.4,142751,0,1,1.486,3.8
4/20/2000,2.3,5628.7,10278.3,280.5,142751,0,1,1.486,3.8
4/24/2000,2.3,5628.7,10278.3,#N/A,142751,0,1,1.478,3.8
4/25/2000,2.3,5628.7,10278.3,280,142751,0,1,1.478,3.8
4/26/2000,2.3,5628.7,10278.3,277.7,142751,0,1,1.478,3.8
4/27/2000,2.3,5628.7,10278.3,276.1,142751,0,1,1.478,3.8
4/28/2000,2.3,5628.7,10278.3,275.85,142751,0,1,1.478,3.8
5/1/2000,2.4,5628.7,10278.3,#N/A,142388,0,1,1.461,4
5/2/2000,2.4,5628.7,10278.3,275,142388,0,1,1.461,4
5/3/2000,2.4,5628.7,10278.3,277.6,142388,0,1,1.461,4
5/4/2000,2.4,5628.7,10278.3,277.3,142388,0,1,1.461,4
5/5/2000,2.4,5628.7,10278.3,280.5,142388,0,1,1.461,4
5/8/2000,2.4,5628.7,10278.3,277.25,142388,0,1,1.495,4
5/9/2000,2.4,5628.7,10278.3,276.9,142388,0,1,1.495,4
5/10/2000,2.4,5628.7,10278.3,277.8,142388,0,1,1.495,4
5/11/2000,2.4,5628.7,10278.3,277,142388,0,1,1.495,4
5/12/2000,2.4,5628.7,10278.3,276.2,142388,0,1,1.495,4
5/15/2000,2.4,5628.7,10278.3,275.65,142388,0,1,1.531,4
5/16/2000,2.4,5628.7,10278.3,275.7,142388,0,1,1.531,4
5/17/2000,2.4,5628.7,10278.3,274.85,142388,0,1,1.531,4
5/18/2000,2.4,5628.7,10278.3,272.5,142388,0,1,1.531,4
5/19/2000,2.4,5628.7,10278.3,273.75,142388,0,1,1.531,4
5/22/2000,2.4,5628.7,10278.3,274,142388,0,1,1.566,4
5/23/2000,2.4,5628.7,10278.3,275.15,142388,0,1,1.566,4
5/24/2000,2.4,5628.7,10278.3,273.9,142388,0,1,1.566,4
5/25/2000,2.4,5628.7,10278.3,273,142388,0,1,1.566,4
5/26/2000,2.4,5628.7,10278.3,270.45,142388,0,1,1.566,4
5/30/2000,2.4,5628.7,10278.3,274.4,142388,0,1,1.579,4
5/31/2000,2.4,5628.7,10278.3,272.25,142388,0,1,1.579,4
6/1/2000,2.5,5628.7,10278.3,272.8,142591,0,1,1.579,4
6/2/2000,2.5,5628.7,10278.3,272.95,142591,0,1,1.579,4
6/5/2000,2.5,5628.7,10278.3,281.7,142591,0,1,1.599,4
6/6/2000,2.5,5628.7,10278.3,284.8,142591,0,1,1.599,4
6/7/2000,2.5,5628.7,10278.3,286.95,142591,0,1,1.599,4
6/8/2000,2.5,5628.7,10278.3,285.1,142591,0,1,1.599,4
6/9/2000,2.5,5628.7,10278.3,285.15,142591,0,1,1.599,4
6/12/2000,2.5,5628.7,10278.3,284.1,142591,0,1,1.664,4
6/13/2000,2.5,5628.7,10278.3,293,142591,0,1,1.664,4
6/14/2000,2.5,5628.7,10278.3,286.05,142591,0,1,1.664,4
6/15/2000,2.5,5628.7,10278.3,289.15,142591,0,1,1.664,4
6/16/2000,2.5,5628.7,10278.3,290.3,142591,0,1,1.664,4
6/19/2000,2.5,5628.7,10278.3,288.1,142591,0,1,1.711,4
6/20/2000,2.5,5628.7,10278.3,286.4,142591,0,1,1.711,4
6/21/2000,2.5,5628.7,10278.3,286.6,142591,0,1,1.711,4
6/22/2000,2.5,5628.7,10278.3,286.1,142591,0,1,1.711,4
6/23/2000,2.5,5628.7,10278.3,285.3,142591,0,1,1.711,4
6/26/2000,2.5,5628.7,10278.3,283,142591,0,1,1.691,4
6/27/2000,2.5,5628.7,10278.3,284.2,142591,0,1,1.691,4
6/28/2000,2.5,5628.7,10278.3,286.35,142591,0,1,1.691,4
6/29/2000,2.5,5628.7,10278.3,290.85,142591,0,1,1.691,4
6/30/2000,2.5,5628.7,10278.3,289.15,142591,0,1,1.691,4
7/3/2000,2.5,5628.7,10357.4,288.05,142278,0,1,1.661,4
7/5/2000,2.5,5628.7,10357.4,287.7,142278,0,1,1.661,4
7/6/2000,2.5,5628.7,10357.4,285.4,142278,0,1,1.661,4
7/7/2000,2.5,5628.7,10357.4,284.15,142278,0,1,1.661,4
7/10/2000,2.5,5628.7,10357.4,284.25,142278,0,1,1.63,4
7/11/2000,2.5,5628.7,10357.4,283.6,142278,0,1,1.63,4
7/12/2000,2.5,5628.7,10357.4,282.85,142278,0,1,1.63,4
7/13/2000,2.5,5628.7,10357.4,280.65,142278,0,1,1.63,4
7/14/2000,2.5,5628.7,10357.4,280.65,142278,0,1,1.63,4
7/17/2000,2.5,5628.7,10357.4,282.4,142278,0,1,1.586,4
7/18/2000,2.5,5628.7,10357.4,282.65,142278,0,1,1.586,4
7/19/2000,2.5,5628.7,10357.4,281.8,142278,0,1,1.586,4
7/20/2000,2.5,5628.7,10357.4,277.9,142278,0,1,1.586,4
7/21/2000,2.5,5628.7,10357.4,280.35,142278,0,1,1.586,4
7/24/2000,2.5,5628.7,10357.4,280.05,142278,0,1,1.562,4
7/25/2000,2.5,5628.7,10357.4,278.75,142278,0,1,1.562,4
7/26/2000,2.5,5628.7,10357.4,280.15,142278,0,1,1.562,4
7/27/2000,2.5,5628.7,10357.4,280.2,142278,0,1,1.562,4
7/28/2000,2.5,5628.7,10357.4,278.45,142278,0,1,1.562,4
7/31/2000,2.5,5628.7,10357.4,277.4,142278,0,1,1.514,4
8/1/2000,2.6,5628.7,10357.4,277.3,142514,0,1,1.514,4.1
8/2/2000,2.6,5628.7,10357.4,277.15,142514,0,1,1.514,4.1
8/3/2000,2.6,5628.7,10357.4,276.65,142514,0,1,1.514,4.1
8/4/2000,2.6,5628.7,10357.4,273.3,142514,0,1,1.514,4.1
8/7/2000,2.6,5628.7,10357.4,273.5,142514,0,1,1.504,4.1
8/8/2000,2.6,5628.7,10357.4,274,142514,0,1,1.504,4.1
8/9/2000,2.6,5628.7,10357.4,272.3,142514,0,1,1.504,4.1
8/10/2000,2.6,5628.7,10357.4,272.45,142514,0,1,1.504,4.1
8/11/2000,2.6,5628.7,10357.4,273.15,142514,0,1,1.504,4.1
8/14/2000,2.6,5628.7,10357.4,275.45,142514,0,1,1.489,4.1
8/15/2000,2.6,5628.7,10357.4,274.7,142514,0,1,1.489,4.1
8/16/2000,2.6,5628.7,10357.4,275.5,142514,0,1,1.489,4.1
8/17/2000,2.6,5628.7,10357.4,277.15,142514,0,1,1.489,4.1
8/18/2000,2.6,5628.7,10357.4,277.15,142514,0,1,1.489,4.1
8/21/2000,2.6,5628.7,10357.4,276.4,142514,0,1,1.508,4.1
8/22/2000,2.6,5628.7,10357.4,274,142514,0,1,1.508,4.1
8/23/2000,2.6,5628.7,10357.4,272.45,142514,0,1,1.508,4.1
8/24/2000,2.6,5628.7,10357.4,272,142514,0,1,1.508,4.1
8/25/2000,2.6,5628.7,10357.4,273.35,142514,0,1,1.508,4.1
8/28/2000,2.6,5628.7,10357.4,#N/A,142514,0,1,1.521,4.1
8/29/2000,2.6,5628.7,10357.4,274,142514,0,1,1.521,4.1
8/30/2000,2.6,5628.7,10357.4,272.6,142514,0,1,1.521,4.1
8/31/2000,2.6,5628.7,10357.4,274.95,142514,0,1,1.521,4.1
9/1/2000,2.6,5628.7,10357.4,276.6,142518,0,1,1.521,3.9
9/5/2000,2.6,5628.7,10357.4,276.2,142518,0,1,1.568,3.9
9/6/2000,2.6,5628.7,10357.4,275.3,142518,0,1,1.568,3.9
9/7/2000,2.6,5628.7,10357.4,272.95,142518,0,1,1.568,3.9
9/8/2000,2.6,5628.7,10357.4,274.1,142518,0,1,1.568,3.9
9/11/2000,2.6,5628.7,10357.4,272.6,142518,0,1,1.598,3.9
9/12/2000,2.6,5628.7,10357.4,272.8,142518,0,1,1.598,3.9
9/13/2000,2.6,5628.7,10357.4,272.8,142518,0,1,1.598,3.9
9/14/2000,2.6,5628.7,10357.4,272.8,142518,0,1,1.598,3.9
9/15/2000,2.6,5628.7,10357.4,272.85,142518,0,1,1.598,3.9
9/18/2000,2.6,5628.7,10357.4,272.45,142518,0,1,1.599,3.9
9/19/2000,2.6,5628.7,10357.4,272,142518,0,1,1.599,3.9
9/20/2000,2.6,5628.7,10357.4,271.1,142518,0,1,1.599,3.9
9/21/2000,2.6,5628.7,10357.4,269.65,142518,0,1,1.599,3.9
9/22/2000,2.6,5628.7,10357.4,272.35,142518,0,1,1.599,3.9
9/25/2000,2.6,5628.7,10357.4,273.55,142518,0,1,1.586,3.9
9/26/2000,2.6,5628.7,10357.4,274.05,142518,0,1,1.586,3.9
9/27/2000,2.6,5628.7,10357.4,274.75,142518,0,1,1.586,3.9
9/28/2000,2.6,5628.7,10357.4,277.2,142518,0,1,1.586,3.9
9/29/2000,2.6,5628.7,10357.4,274.1,142518,0,1,1.586,3.9
10/2/2000,2.5,5628.7,10472.3,274.3,142622,0,1,1.563,3.9
10/3/2000,2.5,5628.7,10472.3,272.4,142622,0,1,1.563,3.9
10/4/2000,2.5,5628.7,10472.3,271.3,142622,0,1,1.563,3.9
10/5/2000,2.5,5628.7,10472.3,271.35,142622,0,1,1.563,3.9
10/6/2000,2.5,5628.7,10472.3,270.8,142622,0,1,1.563,3.9
10/9/2000,2.5,5628.7,10472.3,270.25,142622,0,1,1.541,3.9
10/10/2000,2.5,5628.7,10472.3,269.75,142622,0,1,1.541,3.9
10/11/2000,2.5,5628.7,10472.3,273,142622,0,1,1.541,3.9
10/12/2000,2.5,5628.7,10472.3,270.8,142622,0,1,1.541,3.9
10/13/2000,2.5,5628.7,10472.3,275.85,142622,0,1,1.541,3.9
10/16/2000,2.5,5628.7,10472.3,272.05,142622,0,1,1.578,3.9
10/17/2000,2.5,5628.7,10472.3,270.55,142622,0,1,1.578,3.9
10/18/2000,2.5,5628.7,10472.3,271.3,142622,0,1,1.578,3.9
10/19/2000,2.5,5628.7,10472.3,270.5,142622,0,1,1.578,3.9
10/20/2000,2.5,5628.7,10472.3,271.5,142622,0,1,1.578,3.9
10/23/2000,2.5,5628.7,10472.3,271.25,142622,0,1,1.588,3.9
10/24/2000,2.5,5628.7,10472.3,270.4,142622,0,1,1.588,3.9
10/25/2000,2.5,5628.7,10472.3,269.3,142622,0,1,1.588,3.9
10/26/2000,2.5,5628.7,10472.3,266.75,142622,0,1,1.588,3.9
10/27/2000,2.5,5628.7,10472.3,266.05,142622,0,1,1.588,3.9
10/30/2000,2.5,5628.7,10472.3,265.65,142622,0,1,1.584,3.9
10/31/2000,2.5,5628.7,10472.3,263.8,142622,0,1,1.584,3.9
11/1/2000,2.6,5628.7,10472.3,266,142962,0,1,1.584,3.9
11/2/2000,2.6,5628.7,10472.3,265.75,142962,0,1,1.584,3.9
11/3/2000,2.6,5628.7,10472.3,266.45,142962,0,1,1.584,3.9
11/6/2000,2.6,5628.7,10472.3,265.75,142962,0,1,1.565,3.9
11/7/2000,2.6,5628.7,10472.3,264.1,142962,0,1,1.565,3.9
11/8/2000,2.6,5628.7,10472.3,265,142962,0,1,1.565,3.9
11/9/2000,2.6,5628.7,10472.3,264.3,142962,0,1,1.565,3.9
11/10/2000,2.6,5628.7,10472.3,265.15,142962,0,1,1.565,3.9
11/13/2000,2.6,5628.7,10472.3,264.3,142962,0,1,1.562,3.9
11/14/2000,2.6,5628.7,10472.3,264.5,142962,0,1,1.562,3.9
11/15/2000,2.6,5628.7,10472.3,265.25,142962,0,1,1.562,3.9
11/16/2000,2.6,5628.7,10472.3,265.4,142962,0,1,1.562,3.9
11/17/2000,2.6,5628.7,10472.3,266.5,142962,0,1,1.562,3.9
11/20/2000,2.6,5628.7,10472.3,265.75,142962,0,1,1.55,3.9
11/21/2000,2.6,5628.7,10472.3,267.25,142962,0,1,1.55,3.9
11/22/2000,2.6,5628.7,10472.3,266.45,142962,0,1,1.55,3.9
11/24/2000,2.6,5628.7,10472.3,266,142962,0,1,1.55,3.9
11/27/2000,2.6,5628.7,10472.3,266.2,142962,0,1,1.549,3.9
11/28/2000,2.6,5628.7,10472.3,269.75,142962,0,1,1.549,3.9
11/29/2000,2.6,5628.7,10472.3,269,142962,0,1,1.549,3.9
11/30/2000,2.6,5628.7,10472.3,267,142962,0,1,1.549,3.9
12/1/2000,2.6,5628.7,10472.3,271.2,143248,0,1,1.549,3.9
12/4/2000,2.6,5628.7,10472.3,271.15,143248,0,1,1.526,3.9
12/5/2000,2.6,5628.7,10472.3,271.85,143248,0,1,1.526,3.9
12/6/2000,2.6,5628.7,10472.3,270.85,143248,0,1,1.526,3.9
12/7/2000,2.6,5628.7,10472.3,275.1,143248,0,1,1.526,3.9
12/8/2000,2.6,5628.7,10472.3,273.3,143248,0,1,1.526,3.9
12/11/2000,2.6,5628.7,10472.3,272.5,143248,0,1,1.49,3.9
12/12/2000,2.6,5628.7,10472.3,271,143248,0,1,1.49,3.9
12/13/2000,2.6,5628.7,10472.3,269.95,143248,0,1,1.49,3.9
12/14/2000,2.6,5628.7,10472.3,269.7,143248,0,1,1.49,3.9
12/15/2000,2.6,5628.7,10472.3,270.3,143248,0,1,1.49,3.9
12/18/2000,2.6,5628.7,10472.3,270.5,143248,0,1,1.462,3.9
12/19/2000,2.6,5628.7,10472.3,269.45,143248,0,1,1.462,3.9
12/20/2000,2.6,5628.7,10472.3,270.2,143248,0,1,1.462,3.9
12/21/2000,2.6,5628.7,10472.3,273,143248,0,1,1.462,3.9
12/22/2000,2.6,5628.7,10472.3,273.95,143248,0,1,1.462,3.9
12/26/2000,2.6,5628.7,10472.3,#N/A,143248,0,1,1.453,3.9
12/27/2000,2.6,5628.7,10472.3,274.7,143248,0,1,1.453,3.9
12/28/2000,2.6,5628.7,10472.3,274.6,143248,0,1,1.453,3.9
12/29/2000,2.6,5628.7,10472.3,272.65,143248,0,1,1.453,3.9
1/2/2001,2.6,5769.9,10508.1,272.8,143800,0,0,1.446,4.2
1/3/2001,2.6,5769.9,10508.1,269,143800,0,0,1.446,4.2
1/4/2001,2.6,5769.9,10508.1,268.75,143800,0,0,1.446,4.2
1/5/2001,2.6,5769.9,10508.1,268,143800,0,0,1.446,4.2
1/8/2001,2.6,5769.9,10508.1,268.6,143800,0,0,1.465,4.2
1/9/2001,2.6,5769.9,10508.1,267.75,143800,0,0,1.465,4.2
1/10/2001,2.6,5769.9,10508.1,266.7,143800,0,0,1.465,4.2
1/11/2001,2.6,5769.9,10508.1,264.8,143800,0,0,1.465,4.2
1/12/2001,2.6,5769.9,10508.1,263.65,143800,0,0,1.465,4.2
1/16/2001,2.6,5769.9,10508.1,264.5,143800,0,0,1.513,4.2
1/17/2001,2.6,5769.9,10508.1,263.1,143800,0,0,1.513,4.2
1/18/2001,2.6,5769.9,10508.1,264.1,143800,0,0,1.513,4.2
1/19/2001,2.6,5769.9,10508.1,265.75,143800,0,0,1.513,4.2
1/22/2001,2.6,5769.9,10508.1,266.1,143800,0,0,1.511,4.2
1/23/2001,2.6,5769.9,10508.1,267.1,143800,0,0,1.511,4.2
1/24/2001,2.6,5769.9,10508.1,265.7,143800,0,0,1.511,4.2
1/25/2001,2.6,5769.9,10508.1,263.6,143800,0,0,1.511,4.2
1/26/2001,2.6,5769.9,10508.1,264.5,143800,0,0,1.511,4.2
1/29/2001,2.6,5769.9,10508.1,263.1,143800,0,0,1.5,4.2
1/30/2001,2.6,5769.9,10508.1,263.4,143800,0,0,1.5,4.2
1/31/2001,2.6,5769.9,10508.1,266.2,143800,0,0,1.5,4.2
2/1/2001,2.7,5769.9,10508.1,266.85,143701,0,0,1.5,4.2
2/2/2001,2.7,5769.9,10508.1,268,143701,0,0,1.5,4.2
2/5/2001,2.7,5769.9,10508.1,266.25,143701,0,0,1.483,4.2
2/6/2001,2.7,5769.9,10508.1,264.55,143701,0,0,1.483,4.2
2/7/2001,2.7,5769.9,10508.1,262.9,143701,0,0,1.483,4.2
2/8/2001,2.7,5769.9,10508.1,263.4,143701,0,0,1.483,4.2
2/9/2001,2.7,5769.9,10508.1,260.5,143701,0,0,1.483,4.2
2/12/2001,2.7,5769.9,10508.1,260.9,143701,0,0,1.515,4.2
2/13/2001,2.7,5769.9,10508.1,261.5,143701,0,0,1.515,4.2
2/14/2001,2.7,5769.9,10508.1,260.9,143701,0,0,1.515,4.2
2/15/2001,2.7,5769.9,10508.1,259.5,143701,0,0,1.515,4.2
2/16/2001,2.7,5769.9,10508.1,256.7,143701,0,0,1.515,4.2
2/20/2001,2.7,5769.9,10508.1,258.3,143701,0,0,1.489,4.2
2/21/2001,2.7,5769.9,10508.1,257.3,143701,0,0,1.489,4.2
2/22/2001,2.7,5769.9,10508.1,258,143701,0,0,1.489,4.2
2/23/2001,2.7,5769.9,10508.1,259.95,143701,0,0,1.489,4.2
2/26/2001,2.7,5769.9,10508.1,262.8,143701,0,0,1.471,4.2
2/27/2001,2.7,5769.9,10508.1,268.1,143701,0,0,1.471,4.2
2/28/2001,2.7,5769.9,10508.1,265,143701,0,0,1.471,4.2
3/1/2001,2.7,5769.9,10508.1,266.7,143924,0,0,1.471,4.3
3/2/2001,2.7,5769.9,10508.1,263.35,143924,0,0,1.471,4.3
3/5/2001,2.7,5769.9,10508.1,261.85,143924,0,0,1.457,4.3
3/6/2001,2.7,5769.9,10508.1,262.6,143924,0,0,1.457,4.3
3/7/2001,2.7,5769.9,10508.1,261.55,143924,0,0,1.457,4.3
3/8/2001,2.7,5769.9,10508.1,263.6,143924,0,0,1.457,4.3
3/9/2001,2.7,5769.9,10508.1,268.75,143924,0,0,1.457,4.3
3/12/2001,2.7,5769.9,10508.1,270.5,143924,0,0,1.453,4.3
3/13/2001,2.7,5769.9,10508.1,269.4,143924,0,0,1.453,4.3
3/14/2001,2.7,5769.9,10508.1,267.45,143924,0,0,1.453,4.3
3/15/2001,2.7,5769.9,10508.1,262.7,143924,0,0,1.453,4.3
3/16/2001,2.7,5769.9,10508.1,260.2,143924,0,0,1.453,4.3
3/19/2001,2.7,5769.9,10508.1,260.5,143924,0,0,1.444,4.3
3/20/2001,2.7,5769.9,10508.1,262.6,143924,0,0,1.444,4.3
3/21/2001,2.7,5769.9,10508.1,261.2,143924,0,0,1.444,4.3
3/22/2001,2.7,5769.9,10508.1,262.25,143924,0,0,1.444,4.3
3/23/2001,2.7,5769.9,10508.1,262.3,143924,0,0,1.444,4.3
3/26/2001,2.7,5769.9,10508.1,261.3,143924,0,0,1.445,4.3
3/27/2001,2.7,5769.9,10508.1,262.75,143924,0,0,1.445,4.3
3/28/2001,2.7,5769.9,10508.1,261.2,143924,0,0,1.445,4.3
3/29/2001,2.7,5769.9,10508.1,260.2,143924,0,0,1.445,4.3
3/30/2001,2.7,5769.9,10508.1,259.05,143924,0,0,1.445,4.3
4/2/2001,2.6,5769.9,10638.4,257.55,143569,0,0,1.482,4.4
4/3/2001,2.6,5769.9,10638.4,257,143569,0,0,1.482,4.4
4/4/2001,2.6,5769.9,10638.4,259.2,143569,0,0,1.482,4.4
4/5/2001,2.6,5769.9,10638.4,258.2,143569,0,0,1.482,4.4
4/6/2001,2.6,5769.9,10638.4,258.1,143569,0,0,1.482,4.4
4/9/2001,2.6,5769.9,10638.4,260.9,143569,0,0,1.54,4.4
4/10/2001,2.6,5769.9,10638.4,257.05,143569,0,0,1.54,4.4
4/11/2001,2.6,5769.9,10638.4,258.45,143569,0,0,1.54,4.4
4/12/2001,2.6,5769.9,10638.4,259.4,143569,0,0,1.54,4.4
4/16/2001,2.6,5769.9,10638.4,#N/A,143569,0,0,1.61,4.4
4/17/2001,2.6,5769.9,10638.4,262.15,143569,0,0,1.61,4.4
4/18/2001,2.6,5769.9,10638.4,260.1,143569,0,0,1.61,4.4
4/19/2001,2.6,5769.9,10638.4,261.35,143569,0,0,1.61,4.4
4/20/2001,2.6,5769.9,10638.4,264.2,143569,0,0,1.61,4.4
4/23/2001,2.6,5769.9,10638.4,262.9,143569,0,0,1.658,4.4
4/24/2001,2.6,5769.9,10638.4,263.65,143569,0,0,1.658,4.4
4/25/2001,2.6,5769.9,10638.4,263.95,143569,0,0,1.658,4.4
4/26/2001,2.6,5769.9,10638.4,262.2,143569,0,0,1.658,4.4
4/27/2001,2.6,5769.9,10638.4,264.45,143569,0,0,1.658,4.4
4/30/2001,2.6,5769.9,10638.4,263.45,143569,0,0,1.665,4.4
5/1/2001,2.5,5769.9,10638.4,263.8,143318,0,0,1.665,4.3
5/2/2001,2.5,5769.9,10638.4,265,143318,0,0,1.665,4.3
5/3/2001,2.5,5769.9,10638.4,265.3,143318,0,0,1.665,4.3
5/4/2001,2.5,5769.9,10638.4,265.8,143318,0,0,1.665,4.3
5/7/2001,2.5,5769.9,10638.4,#N/A,143318,0,0,1.739,4.3
5/8/2001,2.5,5769.9,10638.4,265.6,143318,0,0,1.739,4.3
5/9/2001,2.5,5769.9,10638.4,265.2,143318,0,0,1.739,4.3
5/10/2001,2.5,5769.9,10638.4,269.4,143318,0,0,1.739,4.3
5/11/2001,2.5,5769.9,10638.4,268.95,143318,0,0,1.739,4.3
5/14/2001,2.5,5769.9,10638.4,267.7,143318,0,0,1.748,4.3
5/15/2001,2.5,5769.9,10638.4,268.05,143318,0,0,1.748,4.3
5/16/2001,2.5,5769.9,10638.4,269.1,143318,0,0,1.748,4.3
5/17/2001,2.5,5769.9,10638.4,271.75,143318,0,0,1.748,4.3
5/18/2001,2.5,5769.9,10638.4,272.1,143318,0,0,1.748,4.3
5/21/2001,2.5,5769.9,10638.4,288.35,143318,0,0,1.724,4.3
5/22/2001,2.5,5769.9,10638.4,282.75,143318,0,0,1.724,4.3
5/23/2001,2.5,5769.9,10638.4,283.85,143318,0,0,1.724,4.3
5/24/2001,2.5,5769.9,10638.4,283.45,143318,0,0,1.724,4.3
5/25/2001,2.5,5769.9,10638.4,280.65,143318,0,0,1.724,4.3
5/29/2001,2.5,5769.9,10638.4,276.65,143318,0,0,1.739,4.3
5/30/2001,2.5,5769.9,10638.4,273.65,143318,0,0,1.739,4.3
5/31/2001,2.5,5769.9,10638.4,266.1,143318,0,0,1.739,4.3
